cntry,essround_yr,stress_men,stress_woman,media_men,media_woman,internet_men,internet_woman,relig_men,relig_woman,social_men,social_woman,finvul_men,finvul_woman,ideological_men,ideological_woman,trust_men,trust_woman
SE,2008,4.888999019172272,4.678154828316299,2.5179941582198935,2.492006563498717,4.9830376595082475,4.5910087719298245,1.9415273823888677,2.3879833040186758,4.012563801600213,4.062087458745875,4.840037671737573,4.639582024354487,2.906250937264595,2.703769345889538,3.8372295017616165,3.9174782498200584
SI,2008,4.523129111524347,4.256867787244996,2.488198762513225,2.5507156330145895,4.108889424235124,3.576827242524917,2.529485618202108,3.0776840572099196,3.628151985694399,3.3288965401410815,4.222725642217167,3.800631370441672,3.3947844883002722,3.3280186621755696,3.138232370347195,3.110326164413257
SK,2008,4.153732161634322,3.949081833951872,2.666448251381049,2.7276741993808535,3.393225331369661,2.780874951606659,2.9933031550414686,3.9948536301248523,3.5049502236088537,3.3502336156668813,3.9203323558162264,3.6663641863278884,3.489307667237972,3.5080060314905004,2.965516391741882,3.202141025993795
TR,2008,3.8802110215418466,3.788211308923936,2.530560025281796,2.3576710268983376,2.3602706498148853,2.0513706262536213,4.539222429215692,4.0868690916745765,3.570293595831023,3.339433894759661,2.974384032219853,2.9450494295214793,3.9761663874597475,4.076510829895557,3.5475650798297544,3.6171955467672645
UA,2008,3.468484061022451,3.116304238993817,2.540916993845796,2.4535262195412986,1.9902124114952102,1.7684171229467396,2.776390253931987,3.640937171840734,3.7115559362344777,3.6449356835436912,2.827008374415962,2.4134696445247634,3.880038350761323,3.8518851710198465,1.8390418780642177,1.9359710069255478
AGGREGATE,2010,4.398806375289821,4.168018003503909,2.5928384551565244,2.515609141029026,4.090110538483768,3.763097403505966,2.604312605400834,3.1791116049619497,3.7077550880494052,3.6241122952773672,3.7698918491879208,3.4799712418129767,3.3242197789272,3.2810798094551665,3.2331575492036406,3.2161614037935706
BE,2010,4.718781887543814,4.516501180786706,2.6865464198335283,2.573225396075898,4.570557491289199,4.383968972204267,2.1938346883468833,2.6999303995102313,3.8700839346413023,3.8394076181740227,4.2851304267534385,4.0304395589806905,3.0668973696746034,3.001587214493091,3.484290878729205,3.4477798858026567
BG,2010,3.7887940032619354,3.463547862157787,2.653168498154242,2.561658387099424,2.7759709716435963,2.6058355992470195,2.352181097119622,3.0493359223845538,3.8705053622246828,3.7337937180801446,2.7538889415190635,2.4987520097559455,3.366206259914247,3.2556322534679283,2.354524866357819,2.397734118780795
CH,2010,4.9594771834797235,4.819672388448386,2.4470395643933536,2.4071296408868794,4.761102886750555,4.34340284544923,2.764380697117326,3.22944354494142,3.862872324553075,3.830350976948079,4.35642007501095,4.257120684824919,3.0847125693152377,2.90105699115483,4.031792273349423,4.074675092376593
CY,2010,4.694660589869294,4.360626409169333,2.6632665075480824,2.4960736584532826,3.4805738194859535,2.936534749034749,3.6742450309150505,4.472813516635713,3.529737311714056,3.2727425519700266,3.46345946241408,3.1686493089277725,3.476845678232722,3.520377845890657,3.442548563570554,3.4563270822750183
CZ,2010,4.119455134848189,4.007325977955048,2.6252780543693244,2.5381310603133995,3.959527824620573,3.808726838015541,1.6462636341457237,2.026946240648883,3.52275969084671,3.4657124869468854,3.6022219512112494,3.2916200289096396,3.4406989933805434,3.33503676056791,2.8796723665035153,2.9931109546159855
DE,2010,4.4693605758155535,4.265227290806567,2.594786578576582,2.5325296288507713,4.461644464859899,4.082808716707022,2.290302363567903,2.7045617216626154,3.683719004178101,3.681351587752123,4.115575169126477,3.8962650666988266,3.055632187943212,2.924806423050974,3.620844490961709,3.573514352384313
DK,2010,5.0437512007389085,4.87801181528975,2.7141844510447544,2.6422523778002063,5.132968391312025,5.134848202644813,2.119694874668055,2.5688057185509785,4.039752137434587,4.107152145421196,4.682766123905921,4.49795048368585,2.895324019259339,2.727946470223154,4.379205902083307,4.3076166392967234
EE,2010,4.235455795626368,4.080978061542822,2.783188706037606,2.799682702460256,4.4467748318163824,4.253004005340453,1.8796259486019569,2.3636373368524826,3.2547387278425863,3.273681448004533,3.8799332119004246,3.671999569058393,3.7427039524466057,3.5763421610897415,3.464890836534783,3.5260000357273142
ES,2010,4.603626199220234,4.39604738456718,2.4185299240307505,2.2444317139418017,4.05131761442441,3.8817476886370414,2.5061746788571986,3.116971654050129,3.8856191504679627,3.7969888001107606,3.9427927927927926,3.8218922051579254,2.958346218765369,2.922190703319426,3.1889368828809523,3.255570816761066
FI,2010,4.769950028664001,4.734445617411501,2.5877212035851582,2.570172174989929,4.718049239454289,4.475402570542177,2.517961641445655,3.2404876056156344,3.7120720606112005,3.879860562819231,4.039702781434352,3.891321035382462,3.267803151234532,3.092829526960274,4.193148978043464,4.26462139124469
FR,2010,4.392953519571388,4.143961170957541,2.535244848866927,2.501144498596768,4.293551834698967,4.183011583011583,2.1068419683728674,2.5147324789578307,3.9583333333333335,3.9963876118805692,3.8807316262280844,3.636240489501359,3.063041107910765,2.9476089189127346,3.219509207240949,3.348451978234587
GB,2010,4.52720225698638,4.343199363049461,2.6717569686507674,2.5196263288795473,4.463305852142181,4.285714285714286,2.2649451528481035,2.713227137100937,3.7365225489629115,3.750672585673839,3.9836307860590647,3.755057294123368,3.1530594892809147,3.098128582115276,3.465980583056401,3.474633227565935
GR,2010,4.078388363051654,3.8791471293433744,2.4999201890080216,2.3618995042186954,3.2627077812575283,3.0430258717660292,3.5443540640048545,4.132433165546616,3.3430328618789287,3.0846458756157755,3.0369565505286307,2.7891799936314925,3.724149971912002,3.71879040538553,2.591646693050663,2.6705195748749326
HR,2010,4.3283192477415176,4.190676966416614,2.5296685393060256,2.4199618173383577,3.4617706237424546,3.201405152224824,3.3652120658150277,4.042263518646309,3.8077778002303635,3.668477521909494,3.79042171605536,3.5658383051026004,3.578149072938661,3.4207438684410327,2.5196019641622236,2.552439131759318
HU,2010,3.9908958663073686,3.8394827783083203,2.5257276492799874,2.416614178894499,3.601040416166467,3.503812913065582,2.256225982481818,2.9460726534805644,3.125712939542727,2.8976863402043325,3.4258696515718987,3.232928427781369,3.717681874610889,3.6346114542510564,3.0638084801996777,3.208760903064594
IE,2010,4.453129879461342,4.320559548445863,2.9002635242858568,2.8909872396482217,4.215186831671272,4.272605284888522,3.264569355748153,3.8022316232315645,3.619963450624721,3.484551296508605,3.0703064649784406,3.0596077415439176,3.009641426632078,3.002145733910597,3.4376260253156037,3.42990679275767
IL,2010,4.771403392436304,4.656007593737744,2.5903487218879366,2.513451302917227,4.512993262752647,4.137468470534281,3.114213094479029,2.8117801525400274,3.9062822296251367,3.8326641278811695,3.711389733198244,3.5158716392020817,3.4807040212119156,3.302185938285333,3.1362885576731325,3.1711423791743485
LT,2010,3.7076446718384837,3.576578916669974,2.4829838624956757,2.5031839295599925,3.3525886864813037,3.2511433952111917,2.7716526620148723,3.6027339696240404,3.412484536961993,3.2780146963229395,3.1659923618570236,2.9036668926716027,3.75635568220704,3.730715778756418,2.629750339090681,2.7005071252473605
NL,2010,4.650359093161049,4.507613488164975,2.769501401419873,2.676620288675681,5.119104579630895,4.966733870967742,2.492081225239369,2.7974632111358875,3.9309606859966575,4.017428160227731,4.353533653211686,4.07814680367945,2.955887578615375,2.8382504286358916,3.9299007843463314,3.879315317579575
NO,2010,4.963509316770187,4.801545909974578,2.7507543089465067,2.6573999536176838,5.316770186335404,5.069409728898289,2.1699133807992097,2.67624333185869,4.093999094202898,4.161745340678542,4.271053882802721,4.1559087496587495,3.121540634944625,2.98838505519833,4.176741828278834,4.1628091771450695
PL,2010,4.477489873477788,4.334273513729174,2.482360212998842,2.477347152567265,4.130427379533458,3.942195621357694,3.7879423269218027,4.283103792941508,3.4534612094492334,3.2934107490221938,3.787589728766199,3.5451909053021664,3.404247431202037,3.361050436229538,3.01487957114003,3.0816667416366066
PT,2010,4.09220388046189,3.8394252387376087,2.481653460524846,2.3109995414198194,3.3095515919319887,2.708194905869324,3.0941901847750084,3.886067431673124,4.166891814041202,3.943935810123006,3.699642431466031,3.3736979166666665,3.3868513056654326,3.4259658134485913,2.730573609123772,2.788154121613722
RU,2010,3.8919466508389524,3.6913997838616295,2.3941094296912078,2.342298578291718,3.369453463203463,2.816393442622951,2.259531534962987,3.076264261626431,3.459536312308779,3.4714213501662385,3.5488122154078043,3.062664604022566,3.903187078925614,3.9519472316209154,2.6131252937682405,2.829851032357778
SE,2010,4.946134428416832,4.681841050415865,2.5314704033298985,2.4765431691687474,5.025069637883008,5.027141023289932,1.9331857936536203,2.4160898871695786,4.011361057510258,4.007394108886407,4.660732437201663,4.406757323644691,2.8901374956795185,2.66608559983133,4.078941529781856,4.103311553500809
SI,2010,4.546067822327491,4.400758773006481,2.43313822441088,2.435723391883246,4.154487601492209,3.9477398436009916,2.5175644522976595,3.0063922071165265,3.59118909764071,3.436197211898146,3.9456274674004064,3.730007274101514,3.489813317321318,3.4388334124064723,2.7495379155924624,2.697971027968587
SK,2010,4.106591798429502,3.9878011670101685,2.690464801976022,2.6811446598875164,3.664604948124501,3.271403242147923,3.1973787857539064,3.891661797634066,3.532735638493965,3.3426932876789404,3.8834741773563106,3.509747249963815,3.513274426545595,3.56876680525509,2.7591261310133746,2.929782280467551
UA,2010,3.589748893898238,3.3207637219439077,2.3809693908991396,2.3022620658980157,2.5866346538615446,2.268391077361177,2.856398871959634,3.622865695862591,3.68611894243557,3.6760088043077057,2.79114893459044,2.5649919589994177,3.842504757199857,3.7853598383550247,2.0706914216527874,2.1290948799530054
AGGREGATE,2012,4.445589835504011,4.220656760806186,3.274522622252114,3.253241653341845,,,2.607655983568784,3.105509421350211,3.5176172827114627,3.4668242211794023,3.769995355772008,3.4957624961049927,3.3106335515913954,3.253862586975147,3.2943336657253073,3.255859602434489
AL,2012,4.082476795422295,3.933950562214639,3.6203912441847175,3.2385941758406833,,,3.240922446917421,3.5797713809520886,3.4302641389847603,3.0277682701717343,2.5091288898590793,2.4238782317250136,3.5752671043640962,3.5466069415995136,2.585068239683856,2.8594529126123143
BE,2012,4.650978777899744,4.48253568436338,3.1341049866708484,3.1139646997745976,,,2.33799172696877,2.535864031770455,3.6375333884911516,3.6440254992077317,4.138909961296287,3.930878431197675,3.06433646661732,2.985955965150417,3.590940213670105,3.5286376240312856
BG,2012,3.7001017876030646,3.3885523965131017,3.8352815323345237,3.856972832823698,,,2.5225758343277307,3.1897746058040037,3.394908123973499,3.2577486310956814,2.7931175294053143,2.497589622208303,3.34462705905174,3.2229843090998,2.215776087185388,2.2724438589583205
CH,2012,4.9889428117574575,4.7916962795408535,2.6661466907770186,2.6431824223107525,,,2.747547375260012,3.180058288323919,3.808257171597502,3.825163957256295,4.4010037511965985,4.156904955904727,3.104178011668953,2.9919018030403244,4.114596974196551,4.1775680361414835
CY,2012,4.587348816078981,4.321631755005196,3.4727424506387914,3.3564841190247385,,,3.7390319448100584,4.493217759187618,3.2737361996605228,3.124221966492548,3.1124531356509886,2.9360068084297515,3.617742349720564,3.593729354777109,3.1064240989338305,3.056970808271154
CZ,2012,4.245528476331039,4.080229793942734,3.559147497045288,3.536755812999232,,,1.6092838640145584,1.982938857373316,3.3208183831730467,3.3063040037976044,3.8938934802571166,3.5035096115498128,3.5057822427503567,3.357235203335257,3.0035512373080713,2.9071376507994713
DE,2012,4.556739662539768,4.382551548999386,3.1071493080163055,3.0513561277092447,,,2.4149468109017524,2.720051470167004,3.6918645940640116,3.731183161269629,4.089817824386388,4.006685949143854,2.946619298089542,2.8276987005396284,3.7456794801718236,3.716809560656868
DK,2012,5.157930969161076,4.938753940910391,3.298274589338841,3.3094919595219423,,,2.1228168838766464,2.5979226458931257,3.899947175120877,3.9861879556306836,4.555721810011147,4.450801679709868,2.8835491254088357,2.655331911747986,4.4509736779221685,4.493879599007901
EE,2012,4.113103750736814,3.9820121548915255,3.2728183640007282,3.3062867850757622,,,1.9245105876561277,2.42045337184139,3.02691540692085,3.088690436407378,3.8748066248066246,3.535571627191688,3.616887991345008,3.4890245978275565,3.33630848821219,3.364979212468118
ES,2012,4.538597059277858,4.25546616303281,3.1379885158397722,3.1166233574117563,,,2.5634483602545277,3.096493227372523,3.6787641407020555,3.5686553334246107,3.6134656545792234,3.4852016396602385,2.8710928646015526,2.8863508297098233,2.9355875084604364,2.894575361559461
FI,2012,4.879663411726116,4.751986415364921,3.0517332108119795,3.0815831947443364,,,2.433198010510741,3.053813409865825,3.5939094888922956,3.6857552879676163,4.216988267382927,3.9316438550092343,3.1535596955493364,3.0201477567547825,4.345003801602941,4.31214100133068
FR,2012,4.410136316034453,4.168955602935417,3.4357517482517483,3.417753296638615,,,2.200426725658181,2.642605916219297,3.8086417780270616,3.870562739218826,3.8329248366013067,3.6406063651644396,3.1394561863604054,3.054881100564535,3.2991949940411547,3.411211329773842
GB,2012,4.577269458970484,4.403391629458785,3.5104193965428276,3.4308537203640403,,,2.407814643347051,2.8041204357994265,3.5330705034500283,3.621671992994577,4.020282619637854,3.835175242964076,3.1389761356040045,3.1035174795921794,3.583678731754919,3.6207513790463466
HU,2012,3.888741456247418,3.86651356121322,3.1906065885049317,3.1427308524852684,,,2.162850366395514,2.767752414902714,2.9711873878308386,2.8984992827037934,3.3152650983146064,3.215882435835365,3.6546315202883104,3.558140828575611,3.1495452514923503,3.2587760790896816
IE,2012,4.523405874216879,4.4061291249163546,3.5102626893194433,3.3696414769357492,,,3.3147016864447427,3.8361074778215603,3.421334031646962,3.4348440502920035,3.2934813012966226,3.195105342398911,3.011642327425007,2.922751959255192,3.506572343701444,3.480003800587658
IL,2012,4.791404873988548,4.773469122326192,3.076365326391519,3.0015507963707533,,,3.2122321918060206,2.9468039400887798,3.578765850062146,3.537280618430548,3.67966852202521,3.5208602509007534,3.5540144251909234,3.312987329434698,3.3105471391723618,3.311209165028362
IS,2012,5.058894117891999,4.8542575156230345,2.867519735166794,2.885845247189785,,,2.4562049974763447,3.110027342453943,3.7429406624464416,3.9638395719013215,3.9053989121451496,3.7279396883222016,2.7958938627770653,2.5309001788765606,3.8663518824450054,3.9761125887661812
IT,2012,4.424484638104808,4.156065974883644,3.114192194347481,3.1237580398012863,,,3.1589209875916953,3.8233802959175645,3.4406371798928954,3.3628290220321566,3.6742081255606145,3.3759115678967824,3.1865783512911805,3.1461162835418093,3.1243437798281897,3.059219683812778
LT,2012,3.902175092444363,3.765117772457682,3.392570649825789,3.344293858319876,,,2.7921327239509055,3.5323917746166287,3.002602062273317,2.9375205111612783,3.929339764813606,3.5419780148864257,3.7966631376430713,3.7435544102946916,3.006530670283992,3.1230749869143346
NL,2012,4.722408406549932,4.5256733447551705,3.340060823244003,3.338197609009398,,,2.412514501989801,2.7336495836256063,3.85551521476336,3.923665891249989,4.446194071443373,4.132826066358967,2.9309861873842493,2.8188973450354045,3.9644558547765474,3.8676943140650315
NO,2012,5.070811783951233,4.809227815075056,3.170147842530514,3.1466650111446124,,,2.16583461773635,2.6006435615181744,3.875809375210352,3.977627939615145,4.3514194937080655,4.212245973664503,3.079348535049658,2.9081085921633316,4.231999770867703,4.261624502140809
PL,2012,4.501658339684474,4.347712130392015,3.1182026294250047,3.0410821228136515,,,3.7169528899070343,4.267018408864344,3.378654031412717,3.2604651928479846,3.7140319011683642,3.506252789936906,3.3533098499765344,3.293577202428315,2.8190832461975166,2.886048046462513
PT,2012,4.10579915331434,3.8885988387708226,3.5552178425970413,3.5997326788977144,,,2.6975699114143494,3.6696535336496745,3.8132904620924926,3.626611155606927,2.9695273749325675,2.7776888578180063,3.372006467260494,3.3237041588425726,2.761243313619662,2.784715490738577
RU,2012,3.8920600563891425,3.674928697992636,3.1494947743501154,3.282787901388861,,,2.3387713114878106,2.950929562648074,3.277962757455629,3.2246170894208066,3.828121752753665,3.4067472892100525,4.047964890680338,4.065386041225539,2.558586072051344,2.7335797438955463
SE,2012,4.923746882452413,4.701368794522441,2.9546564391058645,2.912489557226399,,,2.020394361459888,2.3875169941910763,3.988168402308719,4.093436951322356,4.5316661359721095,4.312488923859955,2.849292189514793,2.666244118450082,3.9309811006338564,3.981027592260404
SI,2012,4.595712494748605,4.4873710173981305,2.84981699568909,2.7939065813241184,,,2.456647930415715,2.8868302951124125,3.4417212643587938,3.2934374773102992,3.8767245551081526,3.641910652799327,3.44922660845002,3.2432963374234607,2.7773191636121317,2.869893536098253
SK,2012,4.212709059704439,4.067047247800683,3.582757288335848,3.505681532775129,,,3.0956012738501903,3.8627793890562274,3.1670894401648995,3.168241941743375,3.5394683435798746,3.1945078812362757,3.6875364013172454,3.6482223196295274,2.6303061233244813,2.716814696694151
UA,2012,3.682258159283446,3.511539924290667,3.176486097140674,3.1630856782893817,,,2.8407451031761553,3.51144095774429,3.3050827770098192,3.332527805043803,2.9603103426632837,2.6647479434660566,3.966606985283042,3.940481384413888,1.8947421687694062,1.9656149363287778
XK,2012,4.15949207578972,4.1723653406905585,3.714885251053887,3.4155124509790333,,,3.8270122226551755,3.8251040548675115,3.480207253934491,3.2084312975090863,2.958294635567297,2.9469609457566297,4.165566143926729,4.184284916545476,2.5396912813372423,2.5492568257525807
AGGREGATE,2014,4.591222516676444,4.372937764428497,3.171498417113413,3.1727090308833317,,,2.4907558550636577,2.9439607990256995,3.558318938323182,3.521352742786757,4.03471167443418,3.7978473992748545,3.1488520752773295,3.0887647209657065,3.555108223254058,3.501421093244898
AT,2014,4.663904969581779,4.598898149626539,3.1601828065564357,3.0753136093720554,,,2.7272271478177976,3.1683276656430484,3.6540291790141954,3.6192127881782508,3.816166321601104,3.769525373415001,3.204157240855705,3.072235698884509,3.6211452033396063,3.5900982231766285
BE,2014,4.659851729114015,4.499517984094706,3.0783848981665836,3.1235348521606574,,,2.35336353127944,2.5990707086500486,3.7156745198546006,3.6436569358570594,4.115055786624414,4.066981009630775,3.0602808600089393,2.9377770928463174,3.54400374524806,3.508125477353373
CH,2014,4.959667613781805,4.811299889728833,2.65475710224923,2.621663218305803,,,2.742473560688411,3.1544231983744133,3.800001729116594,3.862572135266674,4.3176140237234115,4.182480850012355,3.0755620837415965,2.903173217706376,4.149518469976184,4.185217768459899
CZ,2014,4.369780223069416,4.1849293557592615,3.2961891490413926,3.3655575831305753,,,1.7091087095567383,1.9814037051085152,3.2635929974439235,3.225847513276444,3.7137171089061125,3.4245414910151437,3.450601656284922,3.344732526642602,3.3444590093943334,3.2043202026563797
DE,2014,4.6133455476323375,4.350580868628336,3.075641707673893,3.027751928981198,,,2.350619997379446,2.6752097831254193,3.7077155465717913,3.7455870622983536,4.343575873305135,4.157221488781772,2.8942559261286838,2.799535571584905,3.7789234206224287,3.6518060978608613
DK,2014,5.105773674143039,4.880797356789283,3.186521065913812,3.2292479048624427,,,2.1699759667501604,2.5387404990127536,3.9056322447008083,3.9268771149640216,4.5244317144561945,4.46790934108389,2.9320842961294407,2.6976451659615446,4.340738194402928,4.338654719674121
EE,2014,4.191464269655672,4.006573202861402,3.1656746593726144,3.320160066282269,,,2.0253568644496682,2.608114013059079,3.016572276105132,3.083201919470915,4.047561950439648,3.8257887517146774,3.55969963060809,3.521031041525698,3.473391313003235,3.468501417847151
ES,2014,4.544822934428286,4.342140374413192,3.271244721459584,3.2068178871276216,,,2.303402154529367,3.0737218084866105,3.7732238239150973,3.639664920811263,3.7735489867146845,3.685845930196745,2.755673297998433,2.8589360430103183,3.0980784099566843,3.0769915014710434
FI,2014,4.840030527817373,4.722869116562492,3.129841993124007,3.052182880013069,,,2.405792962027961,3.0989330059492617,3.6089946477879824,3.7474584342676462,4.0808395705655975,3.9869179860401767,3.17398129960216,2.9996284432086213,4.236595083382638,4.177918044929901
FR,2014,4.428202060682627,4.11013524843997,3.2844954713710877,3.3689314472069527,,,2.2582974389260135,2.740049567531603,3.7361275613294893,3.765322274007533,4.077205644439876,3.704561771085376,3.032040895656633,2.955372276571312,3.3304378422272287,3.3429122528769426
GB,2014,4.572679786621184,4.364663691972871,3.5598176237824672,3.442415277540725,,,2.3133951049227224,2.682007181095512,3.524736188245115,3.6506236942177637,4.048801728521729,3.79339908167748,3.1124612736551214,3.021137661018525,3.571501365604296,3.5331988609156197
HU,2014,3.9690038095506033,3.936604046948829,3.186616891457932,3.1990663461059343,,,2.151496869731106,2.688596734890718,2.9913501005707044,2.8676453160064574,3.8604961236194386,3.750990792246081,3.6628648214245003,3.568960100136683,3.071538063058977,3.205047514873718
IE,2014,4.555529930273653,4.437231085946861,3.379488989271598,3.2415565995647713,,,3.435936696606842,3.7853496850927115,3.397963275831367,3.383315496944699,3.574440259468508,3.33853115098117,2.961852405691323,2.907410927199549,3.5054077120953693,3.4799623852345047
IL,2014,4.873674828695523,4.663434355285931,3.0817584744468007,3.0320325608166536,,,3.0907830445299247,3.0356327971638155,3.300191101733939,3.343159870302779,3.7584775547799105,3.5129072592633355,3.3664844367542757,3.305158505102213,3.236958855113528,3.2230205526240767
LT,2014,3.994273655119052,3.795159294885895,3.3925929628148737,3.4000548864769486,,,2.705334903519299,3.5175062738940297,3.0192325799982958,2.981087517067054,3.873966498082438,3.4213056052636333,3.76306808361243,3.752570876347774,3.075757817295979,3.1966978290356796
NL,2014,4.673432741685968,4.516676195921479,3.3842102080261505,3.4039776887960986,,,2.346480123415921,2.6009566848939585,3.8712479709939758,3.9552610988669694,4.340880062421414,4.187924528471669,2.914212365230465,2.7515154627063443,3.895724176917488,3.830813820878402
NO,2014,5.029276130072728,4.762936464749664,3.050920764899252,3.072262697451862,,,2.1163063833100044,2.5521017267171415,3.800067398751293,3.899633902451525,4.433677176038206,4.207644741591726,2.9762647635151716,2.8259578970656407,4.291481661436851,4.314450914337133
PL,2014,4.494396853432957,4.3203076690643645,3.021314502468079,3.078247026312628,,,3.720936368268408,4.341123147299104,3.3979532901191494,3.242164105253163,3.8590563165905634,3.5600537113554482,3.4789962049689733,3.4048040329210747,2.7306369797317482,2.81321594068582
PT,2014,4.168357357580995,3.925290588254494,3.152427273353566,3.185488041089843,,,3.113211863059536,3.802865870938256,3.6898241025456797,3.5069398322926912,3.6126808666204884,3.2109078134484106,3.1960494919095814,3.2400887534418694,2.981179306669402,2.8423801659569654
SE,2014,4.937419578612902,4.70276587565241,2.923177374539913,2.943599878382487,,,1.9693034424570655,2.311280551924926,4.0029719707424345,4.031974979919513,4.6655654951039995,4.509461842795176,2.7053510714102713,2.5122824036001195,4.051276999224874,4.024436065054356
SI,2014,4.467047820863061,4.3092483083719335,2.964984630882763,2.835367038240754,,,2.45949332411406,2.95527340871686,3.449414281263717,3.3149382416796054,3.9433901429735654,3.7084242409487227,3.2979774179549395,3.2163005005746945,2.771858851212142,2.7328548520450204
AGGREGATE,2016,4.5854075371187655,4.39478198748216,,,4.671696496572734,4.482590797993225,2.52915344719421,2.992566036672457,3.5589529267037805,3.5371141975482456,3.988743943139751,3.76945047820359,3.1625134985615997,3.105342549565299,3.57462782284377,3.5807267672586742
AT,2016,4.639256699680891,4.580376794252354,,,4.540277777777778,4.276600541027953,2.709790357867721,3.1397559175458465,3.7035429556823565,3.739562858441323,3.930908832364599,3.7959649302707135,3.1896467663947345,3.0226434851170567,3.850140615895969,3.8790903614694545
BE,2016,4.706672708003379,4.489827662385299,,,4.927564825253664,4.819681456200228,2.307921545473748,2.647263304259891,3.705436552674433,3.746808241688788,4.22794359116953,4.075300564521631,2.9339689932803097,2.8171197482700854,3.635981106520829,3.6488701951553044
CH,2016,5.013525091536108,4.879124416368321,,,5.190521628498728,4.812925170068027,2.6220378315426367,3.1390783175181585,3.8477436165386862,3.8770193623042277,4.340898715044453,4.199817614024038,2.9762452028743263,2.8816426690735124,4.198280279370134,4.213788521055896
CZ,2016,4.3216320860554,4.185005483585648,,,4.738605287146764,4.567619453924915,1.6793745715367276,1.9764633651172323,3.283871650402501,3.3582553657867322,3.802061602092233,3.5704982134069363,3.453644995641512,3.3382689209330403,3.37252038223019,3.46508935401987
DE,2016,4.574806128065337,4.356207848959819,,,4.901690981432361,4.61328125,2.33886069568188,2.7093748502166353,3.7759803370619136,3.7640243163671863,4.348556118345325,4.245864515639703,2.8998469898743298,2.7919894990646394,3.885395812017846,3.8225294360931614
EE,2016,4.361254280451678,4.245575299933094,,,4.572972972972973,4.418647166361974,1.9502977310210703,2.5147201122422924,3.1973371961983674,3.219752726319746,3.7805968890238555,3.537741347469992,3.490884265369116,3.368789314986487,3.687927765875186,3.735516075902945
ES,2016,4.646834164398891,4.424037063195221,,,4.473076923076923,4.386317395727366,2.4447919954285093,3.010026657573496,3.7608299910555814,3.720382252556767,3.7757571131496235,3.5716917182434424,2.7472521898281412,2.72188606497817,3.136970069661153,3.1528497650622307
FI,2016,4.877936275512874,4.786370597786224,,,5.22216441207076,5.019709543568465,2.386592900928471,3.0628305604892496,3.6128656122226652,3.72952906933932,4.1487584602975485,4.03619051222924,3.082419817988861,2.8938582237179404,4.320003964124672,4.390506598374475
FR,2016,4.468303409326694,4.157984568455897,,,4.666054564533053,4.461280214861236,2.2202578893213936,2.6820687356272104,3.7468997634347576,3.6791336527511995,3.998768932934455,3.6509573845400256,2.932478736771375,2.9443134796524153,3.3441632999428115,3.410012626140204
GB,2016,4.679563018166319,4.442437868853282,,,4.803038990825688,4.74885004599816,2.2100606751603054,2.716739274156255,3.5718426764235782,3.6666805844517127,4.1268155887333045,3.999645760228449,3.005675241933826,2.926189280928478,3.6878503400018587,3.7042460158235335
HU,2016,4.191416727831762,4.14584108884312,,,3.8518518518518516,3.818496801705757,2.25958727127153,2.7045883378401343,3.052039862488717,2.8374528826044916,3.55299079287569,3.395601851851852,3.714352312836275,3.668493980020008,3.4790090708845653,3.665477481188617
IE,2016,4.651900811132811,4.625785743531728,,,4.497222222222222,4.6885683760683765,3.2284044506836125,3.72996611612203,3.4350240656883178,3.51405103131864,3.7109169696424544,3.6961177835069554,2.96510439089096,2.9493782228567405,3.5684812240106467,3.5511143372121396
IL,2016,4.945619021547371,4.852577831246201,,,4.706193969030155,4.697129909365559,3.2591079554970315,3.0329141163068307,3.4850008016956333,3.4163264063089165,3.397525562848143,3.223038284206445,3.339890046800998,3.277227364499813,3.2545364992896135,3.2974620046542262
IS,2016,5.034631471054469,4.891022813753978,,,5.40668202764977,5.470387243735763,2.3853096852240117,2.943821799227978,3.8870843483831177,4.062228177904494,4.407608699128795,4.287356321839081,2.661556885379623,2.5062467556856247,4.010943608268785,4.082031701044455
IT,2016,4.366103663788975,4.15208607866534,,,4.372752150117279,4.122652141247182,3.0360384005028016,3.6567979973588436,3.4513158297773034,3.3420136301236045,3.6745415705843247,3.516802142576992,3.315596227635946,3.253728543414815,3.177197079438871,3.1409802624263725
LT,2016,3.996923424741985,3.8164496399618155,,,3.9869186046511627,3.8561507936507935,2.880439061683633,3.521427470952785,2.9710564463274705,2.948512654840657,3.873156220982308,3.410316153737739,3.686184594471678,3.648090233014337,3.3906569002167792,3.4250819464373623
NL,2016,4.7141591300907955,4.557016461816954,,,5.4041278295605855,5.348060344827586,2.2687137509850275,2.615610751139909,3.924995564043588,4.036671768282525,4.5130855277368935,4.315727763021947,2.90910035233047,2.797629967412817,4.021514900794999,3.9493092469661106
NO,2016,5.041455679977651,4.802482496757117,,,5.576807228915663,5.428321678321678,2.141452388196622,2.4553001081670334,3.8456668752482677,3.9984314386991193,4.390174876802392,4.2602073687785635,3.007777746946376,2.8065369567518847,4.347243588185607,4.382931181020278
PL,2016,4.573803002611637,4.43054890359397,,,3.9430970149253732,3.9477401129943503,3.8154865737614116,4.2336241739856755,3.4004708131284507,3.323657485376124,3.801848863510979,3.710386723469772,3.3875020304506216,3.279780208123729,3.02896411191148,3.0478030938552028
PT,2016,4.369953465472333,4.125313226145034,,,4.214622641509434,3.831081081081081,2.874278982324823,3.823577165114458,3.850080509521646,3.6300284699163075,3.979558802894542,3.501417044545212,2.863922846820252,2.948966350555771,3.0721337906474955,3.093372880652724
